TARS_ROV_NEV	TARS_HOSZ_NEV	CÍM_EGYBEN	TARS_TIPUS_MEGNEV	TARS_TIPUS_KOD	ADOSZAM	GAZD_FORM	GAZD_FORM_KOD	CEG_ALL	CEG_ALL_KOD	NEMGAZD_AG_MEGNEV	NEMGAZD_AG_KOD	NEMGAZD_AGAZAT_MEGNEV	NEMGAZD_AGAZAT_KOD	NEMGAZD_SZAKAGAZAT_MEGNEV	NEMGAZD_SZAKAGAZAT_KOD	JEGYZ_TOKE_ERT_HUF	ORSZAG	ORSZAG_KOD	REGIO	REGIO_KOD	MEGYE	MEGYE_KOD	TELEPULES	TELEPULES_KOD	ASZ_EVE
PALLMIX KFT.	PALLMIX KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1064 Budapest Podmaniczky utca 57.\, II./14.ajtó	Gazdasági Társaság	1	24330129-2-42	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	500000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
BÁCS-KISKUN MEGYEI TURISZTIKAI NONPROFIT KFT.	BÁCS-KISKUN MEGYEI TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG VÉGELSZÁMOLÁS ALA	6000 Kecskemét Deák Ferenc tér 3.	Gazdasági Társaság	1	23070080-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Végelszámolás alatt	5	Szálláshely-szolgáltatás\, vendéglátás	I	Szálláshely-szolgáltatás	55	Üdülési\, egyéb átmeneti szálláshely-szolgáltatás	5520	3000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2013
BÁCS-KISKUN MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZRT.	BÁCS-KISKUN MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1139 Budapest XIII\, Váci út 73-77. 1.em. 195.	Gazdasági Társaság	1	14256833-2-41	Részvénytársaság	15	Végelszámolás alatt	5	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	O	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	84	Kötelezõ társadalombiztosítás	8430	20000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
PÁPAI TERMÁLVÍZHASZNOSÍTÓ ZRT.	PÁPAI TERMÁLVÍZHASZNOSÍTÓ KERESKEDELMI ÉS SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8500 Pápa Várkert út 5.	Gazdasági Társaság	1	12717545-2-19	Részvénytársaság	15	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Sport-\, szórakoztató-\, szabadidõs tevékenység	93	M.n.s. egyéb szórakoztatás\, szabadidõs tevékenység	9329	2125500000	Magyarország	HU	Közép-Dunántúl régió	5	Veszprém	19	Pápa	2995	2016
CAMPONA ITALGYÁRTÓ ÉS FORGALMAZÓ KFT.	CAMPONA ITALGYÁRTÓ ÉS - FORGALMAZÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2045 Törökbálint 0152/12 hrsz 125. ép.	Gazdasági Társaság	1	12008359-2-13	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Feldolgozóipar	C	Italgyártás	11	Desztillált szeszes ital gyártása	1101	8750000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Törökbálint	534	2017
PILIS-HEGY-KÖZSÉG SZÖVETKEZET	PILIS-HEGY-KÖZSÉG SZÖVETKEZET	2517 Kesztölc\, Szent István u. 50.	Gazdasági Társaság	1	10063008-2-11	Szövetkezet	17	Végelszámolás alatt	5	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Növénytermesztés\, állattenyésztés\, vadgazdálkodás és kapcsolódó szolgáltatások	1	Almatermésû\, csonthéjas termesztése	124	90187000	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Kesztölc	2764	2010
STATEK KFT.	STATEK STATISZTIKAI ELEMZÕ KÖZPONT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1024 Budapest\, Keleti Károly u. 5-7.	Gazdasági Társaság	1	24399029-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	O	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	84	Általános közigazgatás	8411	33000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
NAGYFA-ALFÖLD KFT.	NAGYFA-ALFÖLD MEZÕGAZDASÁGI ÉS VEGYESIPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6724 Szeged Cserzy Mihály utca 11.	Gazdasági Társaság	1	11089940-2-51	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Növénytermesztés\, állattenyésztés\, vadgazdálkodás és kapcsolódó szolgáltatások	1	Gabonaféle (kivéve: rizs)\, hüvelyes növény\, olajos mag termesztése	111	115000000	Magyarország	HU	Dél-Alföld régió	1	Csongrád	6	Szeged	3136	2015
VÁRGONDNOKSÁG KÖZHASZNÚ NONPROFIT KFT.	VÁRGONDNOKSÁG KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1013 Budapest Ybl Miklós tér 6.	Gazdasági Társaság	1	18088074-2-41	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Könyvtári\, levéltári\, múzeumi\, egyéb kulturális tevékenység	91	Történelmi hely\, építmény\, egyéb látványosság mûködtetése	9103	26210000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
BÁCS-KISKUN MEGYEI TURISZTIKAI NONPROFIT KFT.	BÁCS-KISKUN MEGYEI TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG VÉGELSZÁMOLÁS ALA	6000 Kecskemét Deák Ferenc tér 3.	Gazdasági Társaság	1	23070080-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Végelszámolás alatt	5	Szálláshely-szolgáltatás\, vendéglátás	I	Szálláshely-szolgáltatás	55	Üdülési\, egyéb átmeneti szálláshely-szolgáltatás	5520	3000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2015
SOMOGY MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZRT.	SOMOGY MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1139 Budapest XIII\, Váci út 73-77. 1.em. 195.	Gazdasági Társaság	1	14256840-2-41	Részvénytársaság	15	Végelszámolás alatt	5	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	O	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	84	Kötelezõ társadalombiztosítás	8430	20000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
SZILASLIGET-LAKÓPARK 2003 KFT.	SZILASLIGET-LAKÓPARK 2003 INGATLANBERUHÁZÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2145 Kerepes (Szilasliget) 1708/20-21 hrsz.	Gazdasági Társaság	1	13041825-2-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Építõipar	F	Épületek építése	41	Épületépítési projekt szervezése	4110	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Kerepes	3213	2014
PÁPAI TERMÁLVÍZHASZNOSÍTÓ ZRT.	PÁPAI TERMÁLVÍZHASZNOSÍTÓ KERESKEDELMI ÉS SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8500 Pápa Várkert út 5.	Gazdasági Társaság	1	12717545-2-19	Részvénytársaság	15	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Sport-\, szórakoztató-\, szabadidõs tevékenység	93	M.n.s. egyéb szórakoztatás\, szabadidõs tevékenység	9329	1643500000	Magyarország	HU	Közép-Dunántúl régió	5	Veszprém	19	Pápa	2995	2015
MONOSTORI ERÕD NONPROFIT KFT.	MONOSTORI ERÕD HADKULTÚRA KÖZPONT MÛEMLÉKHELYREÁLLÍTÓ\, INGATLANFENNTARTÓ ÉS -HASZNOSÍTÓ NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2900 Komárom Duna-part\, Monostori Erõd.	Gazdasági Társaság	1	20640749-2-11	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Könyvtári\, levéltári\, múzeumi\, egyéb kulturális tevékenység	91	Történelmi hely\, építmény\, egyéb látványosság mûködtetése	9103	63400000	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Komárom	396	2015
STATEK KFT.	STATEK STATISZTIKAI ELEMZÕ KÖZPONT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1024 Budapest\, Keleti Károly u. 5-7.	Gazdasági Társaság	1	24399029-2-41	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	O	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	84	Általános közigazgatás	8411	33000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
ERFO KÖZHASZNÚ NONPROFIT KFT.	ERFO REHABILITÁCIÓS FOGLALKOZTATÓ KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1076 Budapest Dózsa György út 48.	Gazdasági Társaság	1	22242419-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Feldolgozóipar	C	Nyomdai és egyéb sokszorosítási tevékenység	18	Nyomás (kivéve: napilap)	1812	910670000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
NAGYFA-ALFÖLD KFT.	NAGYFA-ALFÖLD MEZÕGAZDASÁGI ÉS VEGYESIPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6724 Szeged Cserzy Mihály utca 11.	Gazdasági Társaság	1	11089940-2-51	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Növénytermesztés\, állattenyésztés\, vadgazdálkodás és kapcsolódó szolgáltatások	1	Gabonaféle (kivéve: rizs)\, hüvelyes növény\, olajos mag termesztése	111	115000000	Magyarország	HU	Dél-Alföld régió	1	Csongrád	6	Szeged	3136	2016
S+I EURÓPA KFT.	S+I EURÓPA ÉPÍTÕIPARI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2030 Érd\, Fényezõ utca 63.	Gazdasági Társaság	1	13124566-2-13	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Érd	2902	2010
BÁCS-KISKUN MEGYEI TURISZTIKAI NONPROFIT KFT.	BÁCS-KISKUN MEGYEI TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG VÉGELSZÁMOLÁS ALA	6000 Kecskemét Deák Ferenc tér 3.	Gazdasági Társaság	1	23070080-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Végelszámolás alatt	5	Szálláshely-szolgáltatás\, vendéglátás	I	Szálláshely-szolgáltatás	55	Üdülési\, egyéb átmeneti szálláshely-szolgáltatás	5520	3000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2014
PÁPAI TERMÁLVÍZHASZNOSÍTÓ ZRT.	PÁPAI TERMÁLVÍZHASZNOSÍTÓ KERESKEDELMI ÉS SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8500 Pápa Várkert út 5.	Gazdasági Társaság	1	12717545-2-19	Részvénytársaság	15	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Sport-\, szórakoztató-\, szabadidõs tevékenység	93	M.n.s. egyéb szórakoztatás\, szabadidõs tevékenység	9329	1627500000	Magyarország	HU	Közép-Dunántúl régió	5	Veszprém	19	Pápa	2995	2012
SOMOGY MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZRT.	SOMOGY MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1139 Budapest XIII\, Váci út 73-77. 1.em. 195.	Gazdasági Társaság	1	14256840-2-41	Részvénytársaság	15	Végelszámolás alatt	5	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	O	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	84	Kötelezõ társadalombiztosítás	8430	20000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
ERFO KÖZHASZNÚ NONPROFIT KFT.	ERFO REHABILITÁCIÓS FOGLALKOZTATÓ KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1076 Budapest Dózsa György út 48.	Gazdasági Társaság	1	22242419-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Feldolgozóipar	C	Nyomdai és egyéb sokszorosítási tevékenység	18	Nyomás (kivéve: napilap)	1812	382270000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
ROBERT CAPA KORTÁRS NONPROFIT KFT.	ROBERT CAPA KORTÁRS FOTOGRÁFIAI KÖZPONT NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1065 Budapest Nagymezõ utca 8.	Gazdasági Társaság	1	18426715-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Alkotó-\, mûvészeti-\, szórakoztató tevékenység	90	Mûvészeti létesítmények mûködtetése	9004	3150000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2016
SZÜNDER-ÁSZ KFT.	SZÜNDER-ÁSZ KERESKEDELMI SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2310 Szigetszentmiklós Szent Miklós útja 7\\C.\, fszt.\\2.ajtó	Gazdasági Társaság	1	13142689-1-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Szigetszentmiklós	2703	2016
MONOSTORI ERÕD NONPROFIT KFT.	MONOSTORI ERÕD HADKULTÚRA KÖZPONT MÛEMLÉKHELYREÁLLÍTÓ\, INGATLANFENNTARTÓ ÉS -HASZNOSÍTÓ NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2900 Komárom Duna-part\, Monostori Erõd.	Gazdasági Társaság	1	20640749-2-11	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Könyvtári\, levéltári\, múzeumi\, egyéb kulturális tevékenység	91	Történelmi hely\, építmény\, egyéb látványosság mûködtetése	9103	63400000	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Komárom	396	2016
NAGYFA-ALFÖLD KFT.	NAGYFA-ALFÖLD MEZÕGAZDASÁGI ÉS VEGYESIPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6724 Szeged Cserzy Mihály utca 11.	Gazdasági Társaság	1	11089940-2-51	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Növénytermesztés\, állattenyésztés\, vadgazdálkodás és kapcsolódó szolgáltatások	1	Gabonaféle (kivéve: rizs)\, hüvelyes növény\, olajos mag termesztése	111	115000000	Magyarország	HU	Dél-Alföld régió	1	Csongrád	6	Szeged	3136	2010
PÁPAI TERMÁLVÍZHASZNOSÍTÓ ZRT.	PÁPAI TERMÁLVÍZHASZNOSÍTÓ KERESKEDELMI ÉS SZOLGÁLTATÓ ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8500 Pápa Várkert út 5.	Gazdasági Társaság	1	12717545-2-19	Részvénytársaság	15	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Sport-\, szórakoztató-\, szabadidõs tevékenység	93	M.n.s. egyéb szórakoztatás\, szabadidõs tevékenység	9329	1643500000	Magyarország	HU	Közép-Dunántúl régió	5	Veszprém	19	Pápa	2995	2014
BÁCS-KISKUN MEGYEI TURISZTIKAI NONPROFIT KFT.	BÁCS-KISKUN MEGYEI TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG VÉGELSZÁMOLÁS ALA	6000 Kecskemét Deák Ferenc tér 3.	Gazdasági Társaság	1	23070080-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Felszámolás alatt	1	Szálláshely-szolgáltatás\, vendéglátás	I	Szálláshely-szolgáltatás	55	Üdülési\, egyéb átmeneti szálláshely-szolgáltatás	5520	3000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2016
SZABOLCS-SZATMÁR-BEREG MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZRT.	SZABOLCS-SZATMÁR-BEREG MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1139 Budapest XIII\, Váci út 73-77. 1.em. 195.	Gazdasági Társaság	1	14256888-2-41	Részvénytársaság	15	Végelszámolás alatt	5	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	O	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	84	Kötelezõ társadalombiztosítás	8430	20000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2011
ERFO KÖZHASZNÚ NONPROFIT KFT.	ERFO REHABILITÁCIÓS FOGLALKOZTATÓ KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1076 Budapest Dózsa György út 48.	Gazdasági Társaság	1	22242419-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Feldolgozóipar	C	Nyomdai és egyéb sokszorosítási tevékenység	18	Nyomás (kivéve: napilap)	1812	532370000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
ROBERT CAPA KORTÁRS NONPROFIT KFT.	ROBERT CAPA KORTÁRS FOTOGRÁFIAI KÖZPONT NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1065 Budapest Nagymezõ utca 8.	Gazdasági Társaság	1	18426715-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Alkotó-\, mûvészeti-\, szórakoztató tevékenység	90	Mûvészeti létesítmények mûködtetése	9004	3150000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2015
SZÜNDER-ÁSZ KFT.	SZÜNDER-ÁSZ KERESKEDELMI SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2310 Szigetszentmiklós Szent Miklós útja 7\\C.\, fszt.\\2.ajtó	Gazdasági Társaság	1	13142689-1-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Szigetszentmiklós	2703	2015
ÖKORET SPIN-OFF ZRT.	ÖKORET SPIN-OFF ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8200 Veszprém\, Egyetem u. 10.	Gazdasági Társaság	1	14445514-2-19	Részvénytársaság	15	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	"Mérnöki és építészmérnöki tevékenység; mûszaki vizsgálat\, elemzés"	71	Mérnöki tevékenység\, mûszaki tanácsadás	7112	9040000	Magyarország	HU	Közép-Dunántúl régió	5	Veszprém	19	Veszprém	1018	2012
NAGYFA-ALFÖLD KFT.	NAGYFA-ALFÖLD MEZÕGAZDASÁGI ÉS VEGYESIPARI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6724 Szeged Cserzy Mihály utca 11.	Gazdasági Társaság	1	11089940-2-51	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Mezõgazdaság\, erdõgazdálkodás\, halászat	A	Növénytermesztés\, állattenyésztés\, vadgazdálkodás és kapcsolódó szolgáltatások	1	Gabonaféle (kivéve: rizs)\, hüvelyes növény\, olajos mag termesztése	111	115000000	Magyarország	HU	Dél-Alföld régió	1	Csongrád	6	Szeged	3136	2011
MONOSTORI ERÕD NONPROFIT KFT.	MONOSTORI ERÕD HADKULTÚRA KÖZPONT MÛEMLÉKHELYREÁLLÍTÓ\, INGATLANFENNTARTÓ ÉS -HASZNOSÍTÓ NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2900 Komárom Duna-part\, Monostori Erõd.	Gazdasági Társaság	1	20640749-2-11	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Könyvtári\, levéltári\, múzeumi\, egyéb kulturális tevékenység	91	Történelmi hely\, építmény\, egyéb látványosság mûködtetése	9103	63400000	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Komárom	396	2014
BÁCS-KISKUN MEGYE BALATONLELLEI ÜDÜLÕJE TURISZTIKAI KÖZHASZNÚ NONPROFIT KFT.	BÁCS-KISKUN MEGYE BALATONLELLEI ÜDÜLÕJE TURISZTIKAI KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6000 Kecskemét Deák Ferenc tér 3.	Gazdasági Társaság	1	23580637-2-03	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Szálláshely-szolgáltatás\, vendéglátás	I	Szálláshely-szolgáltatás	55	Üdülési\, egyéb átmeneti szálláshely-szolgáltatás	5520	1000000	Magyarország	HU	Dél-Alföld régió	1	Bács-Kiskun	3	Kecskemét	2481	2012
ERFO KÖZHASZNÚ NONPROFIT KFT.	ERFO REHABILITÁCIÓS FOGLALKOZTATÓ KÖZHASZNÚ NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1076 Budapest Dózsa György út 48.	Gazdasági Társaság	1	22242419-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Feldolgozóipar	C	Nyomdai és egyéb sokszorosítási tevékenység	18	Nyomás (kivéve: napilap)	1812	911070000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2017
SZABOLCS-SZATMÁR-BEREG MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZRT.	SZABOLCS-SZATMÁR-BEREG MEGYEI EGÉSZSÉGBIZTOSÍTÁSI PÉNZTÁR ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	1139 Budapest XIII\, Váci út 73-77. 1.em. 195.	Gazdasági Társaság	1	14256888-2-41	Részvénytársaság	15	Végelszámolás alatt	5	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	O	"Közigazgatás\, védelem; kötelezõ társadalombiztosítás"	84	Kötelezõ társadalombiztosítás	8430	20000000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2010
ROBERT CAPA KORTÁRS NONPROFIT KFT.	ROBERT CAPA KORTÁRS FOTOGRÁFIAI KÖZPONT NONPROFIT KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	1065 Budapest Nagymezõ utca 8.	Gazdasági Társaság	1	18426715-2-42	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Alkotó-\, mûvészeti-\, szórakoztató tevékenység	90	Mûvészeti létesítmények mûködtetése	9004	3150000	Magyarország	HU	Közép-Magyarország régió	6	Budapest	1	Budapest	60	2013
SZÜNDER-ÁSZ KFT.	SZÜNDER-ÁSZ KERESKEDELMI SZOLGÁLTATÓ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2310 Szigetszentmiklós Szent Miklós útja 7\\C.\, fszt.\\2.ajtó	Gazdasági Társaság	1	13142689-1-13	Korlátolt Felelõsségû Társaság	8	Mûködõ	4	Pénzügyi\, biztosítási tevékenység	K	Egyéb pénzügyi tevékenység	66	Egyéb pénzügyi kiegészítõ tevékenység	6619	3000000	Magyarország	HU	Közép-Magyarország régió	6	Pest	13	Szigetszentmiklós	2703	2014
VÁDER KFT.	VÁDER ÉPÍTÕIPARI\, SZOLGÁLTATÓ ÉS KERESKEDELMI KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	6768 Baks\, Szabadkai u. 1.	Gazdasági Társaság	1	11393511-2-06	Korlátolt Felelõsségû Társaság	8	Felszámolás alatt	1	Építõipar	F	Épületek építése	41	Lakó- és nem lakó épület építése	4120	3000000	Magyarország	HU	Dél-Alföld régió	1	Csongrád	6	Baks	2718	2012
ÖKORET SPIN-OFF ZRT.	ÖKORET SPIN-OFF ZÁRTKÖRÛEN MÛKÖDÕ RÉSZVÉNYTÁRSASÁG	8200 Veszprém\, Egyetem u. 10.	Gazdasági Társaság	1	14445514-2-19	Részvénytársaság	15	Mûködõ	4	Szakmai\, tudományos\, mûszaki tevékenység	M	"Mérnöki és építészmérnöki tevékenység; mûszaki vizsgálat\, elemzés"	71	Mérnöki tevékenység\, mûszaki tanácsadás	7112	9040000	Magyarország	HU	Közép-Dunántúl régió	5	Veszprém	19	Veszprém	1018	2011
MONOSTORI ERÕD NONPROFIT KFT.	MONOSTORI ERÕD HADKULTÚRA KÖZPONT MÛEMLÉKHELYREÁLLÍTÓ\, INGATLANFENNTARTÓ ÉS -HASZNOSÍTÓ NONPROFIT KÖZHASZNÚ KORLÁTOLT FELELÕSSÉGÛ TÁRSASÁG	2900 Komárom Duna-part\, Monostori Erõd.	Gazdasági Társaság	1	20640749-2-11	Nonprofit Korlátolt Felelõsségû Társaság	12	Mûködõ	4	Mûvészet\, szórakoztatás\, szabadidõ	R	Könyvtári\, levéltári\, múzeumi\, egyéb kulturális tevékenység	91	Történelmi hely\, építmény\, egyéb látványosság mûködtetése	9103	63400000	Magyarország	HU	Közép-Dunántúl régió	5	Komárom-Esztergom	11	Komárom	396	2013
